name,market,funding_total_usd,status,state_code,funding_rounds,founded_at,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
#waywire,News,1750000,acquired,NY,1.0,2012-06-01,2012-06-30,2012-06-30,1750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000memories,Curated Web,2535000,acquired,CA,2.0,2010-07-01,2010-01-01,2011-02-16,15000.0,2520000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2520000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100Plus,Analytics,1250000,acquired,CA,2.0,2011-09-16,2011-11-02,2011-11-30,750000.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10BestThings,Curated Web,50000,closed,OH,1.0,2009-04-01,2009-04-01,2009-04-01,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170 Systems,Software,14000000,acquired,MA,1.0,1990-01-01,2002-04-16,2002-04-16,0.0,14000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1DayMakeover,E-Commerce,50000,closed,CA,1.0,2008-06-30,2008-06-30,2008-06-30,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24/7 Card,Finance,3452941,closed,CA,3.0,,2010-10-25,2011-12-21,0.0,3452941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24PageBooks,Software,50000,closed,NY,1.0,2010-01-01,2011-05-24,2011-05-24,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27 Perry,E-Commerce,118000,closed,CO,1.0,2012-07-25,2012-05-17,2012-05-17,118000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2nd Story Software, Inc.",Software,85000000,acquired,IA,1.0,1998-02-15,2005-03-30,2005-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3ClickEMR Corporation,Electronic Health Records,500000,closed,MA,2.0,2010-06-23,2010-06-23,2011-06-01,250000.0,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3D FUTURE VISION II,Games,503000,closed,FL,2.0,2011-01-01,2011-06-22,2013-03-21,0.0,503000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3Leaf,Web Hosting,65000000,acquired,CA,3.0,2004-06-01,2005-01-01,2008-09-22,0.0,65000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,20000000.0,35000000.0,0.0,0.0,0.0,0.0,0.0
3TIER,Clean Technology,15000000,acquired,WA,3.0,1999-01-01,2007-09-05,2010-02-25,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0
41st Parameter,Security,38064570,acquired,CA,4.0,2004-01-01,2006-05-08,2012-04-11,0.0,38064570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11200000.0,10070000.0,13000000.0,0.0,0.0,0.0,0.0
4Home,Cloud Computing,9416354,acquired,CA,6.0,2006-01-01,2006-08-01,2010-02-03,0.0,9146354.0,0.0,0.0,270000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2850000.0,1000000.0,500000.0,0.0,0.0,0.0,0.0,0.0
500Friends,E-Commerce,12900000,acquired,CA,6.0,2010-01-01,2009-12-15,2013-03-12,1400000.0,9500000.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0
5min Media,Video,12800000,acquired,NY,3.0,2007-01-01,2007-04-01,2009-07-23,0.0,12500000.0,0.0,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,7500000.0,0.0,0.0,0.0,0.0,0.0,0.0
5to1,Internet Marketing,17129760,acquired,WA,4.0,2009-01-01,2009-06-17,2010-11-10,0.0,15302260.0,0.0,0.0,0.0,1827500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6th Sense Analytics,Software,6700000,acquired,NC,2.0,2004-01-01,2005-11-11,2007-01-31,0.0,6700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7 Billion People,E-Commerce,6528902,closed,TX,3.0,2006-01-01,2009-02-09,2012-07-13,3800000.0,2368902.0,0.0,0.0,0.0,360000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8D World,Virtual Worlds,12250000,closed,MA,2.0,,2008-03-01,2010-12-09,0.0,12250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,5250000.0,0.0,0.0,0.0,0.0,0.0,0.0
8thBridge,E-Commerce,15590000,acquired,MN,3.0,2008-11-01,2009-11-16,2011-03-21,0.0,15000000.0,0.0,0.0,0.0,0.0,590000.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0
8x8 Inc,Telecommunications,30608728,acquired,CA,1.0,1987-01-01,2011-10-03,2011-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30608728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A-Life Medical,Biotechnology,3000000,acquired,CA,1.0,,2009-06-03,2009-06-03,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aarden Pharmaceuticals,Biotechnology,500000,closed,IN,1.0,2008-01-01,2011-01-03,2011-01-03,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aardvark,Search,6000000,acquired,CA,2.0,2007-07-01,2007-01-01,2008-10-01,0.0,5250000.0,0.0,0.0,0.0,0.0,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,5250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abacast,Analytics,500000,acquired,WA,1.0,2000-04-02,2010-11-11,2010-11-11,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Accelerated Orthopedic Technologies,Health Care,150000,closed,CT,1.0,,2012-05-18,2012-05-18,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AccelGolf,Finance,457282,closed,MA,7.0,2008-08-01,2008-01-01,2009-12-04,18000.0,150000.0,0.0,0.0,0.0,235000.0,0.0,54282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Accenx Technologies,Software,1500000,acquired,CA,1.0,1997-01-01,2009-02-27,2009-02-27,0.0,0.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Accept Software,Career Management,25305000,acquired,CA,4.0,2002-01-01,2005-09-16,2010-12-14,0.0,25305000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055000.0,17000000.0,3000000.0,0.0,0.0,0.0,0.0,0.0
Accertify,Security,7131124,acquired,IL,3.0,2007-03-01,2008-06-03,2010-05-04,0.0,7131124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,2431124.0,0.0,0.0,0.0,0.0,0.0,0.0
Access Closure,Health Care,13793098,acquired,CA,3.0,2002-01-01,2010-03-03,2012-10-01,0.0,13793098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Access Northeast,Services,1999998,acquired,MA,1.0,1999-01-01,2009-11-23,2009-11-23,0.0,1999998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Access Scientific,Health Care,21376001,acquired,CA,6.0,2004-01-01,2009-10-06,2012-06-21,0.0,20626001.0,0.0,0.0,0.0,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Accordent Technologies,Consulting,4000000,acquired,CA,1.0,,2006-03-29,2006-03-29,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Accumetrics,Biotechnology,110640466,acquired,CA,9.0,1996-01-01,2003-05-16,2013-08-30,0.0,74150000.0,0.0,11566.0,0.0,30478899.0,0.0,0.0,6000001.0,0.0,0.0,0.0,0.0,0.0,13500000.0,8250000.0,28800000.0,16600000.0,0.0,0.0,0.0
Accuvant,Security,8198838,acquired,CO,4.0,2002-01-01,2008-07-01,2014-10-17,0.0,8198838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acendi Interactive,Security,2090000,closed,CA,1.0,,2009-01-09,2009-01-09,0.0,2090000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2090000.0,0.0,0.0,0.0,0.0,0.0,0.0
Aceva Technologies,Enterprise Software,5280000,acquired,CA,1.0,1999-01-01,2005-07-21,2005-07-21,0.0,5280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5280000.0,0.0,0.0,0.0,0.0
Acme Packet,Telecommunications,22247779,acquired,MA,1.0,,2009-05-14,2009-05-14,0.0,22247779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acompli,Android,7300000,acquired,CA,1.0,2013-01-01,2013-06-04,2013-06-04,0.0,7300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acopia Networks,Software,20000000,acquired,MA,1.0,2002-01-01,2006-06-19,2006-06-19,0.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acoustic Technologies,Software,7974296,acquired,TX,1.0,1998-01-01,2013-04-12,2013-04-12,0.0,7974296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acquaintable,Curated Web,40000,acquired,NY,1.0,2012-01-01,2013-01-07,2013-01-07,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Actacell,Clean Technology,9800000,acquired,TX,3.0,,2008-07-22,2010-12-29,1000000.0,5800000.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,5800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Actimis Pharmaceuticals,Biotechnology,15600000,acquired,CA,2.0,,2005-04-28,2008-06-06,0.0,15600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Action Engine,Mobile,58200000,acquired,WA,5.0,2000-02-01,2000-05-01,2007-07-01,0.0,58200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7700000.0,5000000.0,15500000.0,10000000.0,20000000.0,0.0,0.0,0.0
ACTIVE Network,Software,214208700,acquired,TX,10.0,1999-08-01,1999-09-01,2009-12-11,0.0,66208700.0,0.0,0.0,0.0,3000000.0,0.0,0.0,145000000.0,0.0,0.0,0.0,0.0,200000.0,15500000.0,19000000.0,11200000.0,20000000.0,0.0,0.0,0.0
Active Optical MEMS,nan,2000000,closed,CA,1.0,,2007-07-20,2007-07-20,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Active Storage,Enterprise Software,16400000,closed,CA,4.0,2008-10-01,2009-11-03,2012-08-28,0.0,15000000.0,0.0,0.0,0.0,1400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ActivIdentity,Enterprise Software,5422959,acquired,CA,1.0,1985-01-01,2009-12-29,2009-12-29,0.0,5422959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acton Pharmaceuticals,Biotechnology,36700005,acquired,MA,4.0,,2009-12-16,2013-05-21,0.0,36700005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200000.0,7000005.0,0.0,0.0,0.0,0.0,0.0,0.0
Ad Infuse,Mobile,17600000,acquired,CA,3.0,2005-11-01,2005-01-01,2008-01-23,600000.0,17000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Ad Knights,Social Media Advertising,50000,closed,TX,1.0,2010-03-01,2010-03-01,2010-03-01,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adap.tv,Television,48500000,acquired,CA,5.0,2006-11-01,2007-02-01,2011-03-28,1000000.0,47500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,13000000.0,20000000.0,0.0,0.0,0.0,0.0,0.0
Adapt Technologies,Advertising,10000000,acquired,CA,1.0,2001-01-01,2005-06-12,2005-06-12,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adaptive Ozone Solutions,Clean Technology,3750000,closed,KS,1.0,,2008-06-30,2008-06-30,0.0,3750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adaptive TCR,Biotechnology,10350000,closed,WA,2.0,2009-01-01,2010-03-26,2011-06-10,0.0,10350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4550000.0,5800000.0,0.0,0.0,0.0,0.0,0.0,0.0
Adaptivity,Enterprise Software,24845955,acquired,NC,6.0,2007-01-01,2009-11-04,2013-01-04,0.0,23940640.0,0.0,0.0,0.0,905315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10200000.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAPTIX,Public Relations,6500000,acquired,TX,2.0,,2009-10-05,2011-10-18,0.0,0.0,0.0,0.0,0.0,6500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adar IT,Software,2400000,acquired,IL,1.0,1998-01-01,2014-02-04,2014-02-04,0.0,2400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adBrite,Publishing,40400000,acquired,CA,4.0,2003-01-01,2004-09-01,2012-05-01,0.0,40400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,8000000.0,23000000.0,5400000.0,0.0,0.0,0.0,0.0
Adchemy,Advertising,119191000,acquired,CA,7.0,2004-01-01,2005-02-09,2011-09-21,0.0,119175000.0,0.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1775000.0,6400000.0,19000000.0,0.0,61000000.0,0.0,0.0,0.0
Adconion Media Group,Entertainment,114000000,acquired,CA,3.0,2005-01-01,2007-01-31,2011-05-09,0.0,114000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000000.0,0.0,0.0,0.0,0.0,0.0
Adea,Consulting,5000000,acquired,TX,1.0,1996-01-01,2007-01-01,2007-01-01,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AdECN,Sales and Marketing,3100000,acquired,CA,1.0,2003-01-01,2006-02-01,2006-02-01,0.0,3100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adept Cloud,Enterprise Software,1015000,acquired,CA,2.0,2011-06-01,2012-10-01,2012-11-01,0.0,1015000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AdexLink,Advertising,2000000,closed,CA,1.0,2010-08-16,2011-06-10,2011-06-10,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADFLOW Health Networks,Health and Wellness,2500190,closed,PA,1.0,,2011-05-18,2011-05-18,0.0,2500190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AdGrok,Advertising,470000,acquired,CA,2.0,2010-05-01,2010-05-01,2011-03-07,0.0,0.0,0.0,0.0,0.0,0.0,470000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adhere2Care,Health and Wellness,300000,closed,GA,1.0,2011-01-01,2012-03-29,2012-03-29,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adiana,Biotechnology,23000000,acquired,CA,1.0,1997-01-01,2005-08-25,2005-08-25,0.0,23000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23000000.0,0.0,0.0,0.0,0.0
Adify,Advertising,27000000,acquired,CA,2.0,2006-08-08,2006-08-01,2007-04-18,0.0,27000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,19000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Adility,Local Based Services,100000,acquired,CA,2.0,2009-02-01,2011-07-01,2011-09-06,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adisn,Advertising,1550000,acquired,CA,2.0,,2008-08-25,2009-05-13,0.0,1550000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adku,Software,1540000,acquired,CA,3.0,2010-08-01,2010-11-01,2011-12-09,1540000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Admeld,Auctions,30000000,acquired,NY,3.0,2007-10-01,2008-11-10,2010-08-01,0.0,30000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,8000000.0,15000000.0,0.0,0.0,0.0,0.0,0.0
AdMob,Advertising,46800000,acquired,CA,4.0,2006-12-01,2006-09-01,2009-01-29,0.0,46800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600000.0,15000000.0,28200000.0,0.0,0.0,0.0,0.0,0.0
AdMobius,Advertising,5000000,acquired,CA,1.0,2011-07-01,2012-09-30,2012-09-30,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adnexus,Biotechnology,42500000,acquired,MA,2.0,2002-01-01,2006-06-26,2007-08-07,0.0,42500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27000000.0,15500000.0,0.0,0.0,0.0,0.0,0.0
Adometry By Google,Displays,29125000,acquired,TX,4.0,2005-01-01,2007-02-07,2012-12-28,0.0,29125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,10025000.0,6000000.0,8100000.0,0.0,0.0,0.0,0.0
Adomo,Messaging,22000000,acquired,CA,2.0,1999-08-01,1999-11-01,2007-06-28,0.0,22000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADOR,Social Commerce,56464869,acquired,WA,5.0,2009-02-01,2010-07-06,2013-10-31,0.0,56464869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36000000.0,0.0,0.0,0.0,0.0,0.0
AdoTube,Video,1230000,acquired,NY,2.0,2007-02-26,2007-07-31,2008-04-01,1230000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AdReady,Advertising,17807000,acquired,WA,4.0,2006-01-01,2007-07-01,2012-06-19,0.0,17807000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,10000000.0,5300000.0,0.0,0.0,0.0,0.0,0.0
adSage,Software,20000000,acquired,WA,1.0,2007-01-01,2011-09-01,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adtuitive,Advertising,1300000,acquired,NY,1.0,2008-07-01,2009-02-01,2009-02-01,0.0,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aductions,Advertising,100000,acquired,CA,1.0,2007-03-16,2007-07-05,2007-07-05,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adura Technologies,Clean Energy,25500000,acquired,CA,3.0,2008-01-01,2008-10-16,2012-04-26,0.0,25500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,20500000.0,0.0,0.0,0.0,0.0,0.0,0.0
Advaliant,Search,100000,closed,NY,1.0,2013-04-16,2004-04-01,2004-04-01,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Advanced BioHealing,Biotechnology,33500000,acquired,CT,2.0,2003-01-01,2005-11-21,2007-02-27,0.0,33500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,25500000.0,0.0,0.0,0.0,0.0,0.0
Advanced Liquid Logic,Hardware + Software,5455180,acquired,NC,6.0,,2009-03-30,2013-05-24,0.0,5000000.0,0.0,0.0,0.0,455180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Advanced Marketing & Media Group,Advertising,500000,closed,CT,1.0,2007-02-01,2007-02-15,2007-02-15,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Advanced Power Projects,Clean Technology,13000000,closed,CA,1.0,2009-01-01,2008-03-18,2008-03-18,0.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Advebs,Internet Marketing,980000,closed,CA,1.0,,2008-12-05,2008-12-05,980000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AdWhirl,Mobile,1000000,acquired,CA,1.0,,2009-06-17,2009-06-17,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AdXpose,SaaS,22800000,acquired,WA,3.0,2005-01-01,2007-02-01,2011-04-04,0.0,22800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9800000.0,10000000.0,3000000.0,0.0,0.0,0.0,0.0,0.0
AdYouNet,Advertising,1400000,closed,CA,2.0,2006-01-01,2007-01-01,2008-04-30,0.0,1400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adzilla,Advertising,10250000,closed,CA,1.0,,2007-08-01,2007-08-01,0.0,10250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aegis Analytical Corp.,nan,1304000,acquired,CO,1.0,,2011-06-08,2011-06-08,0.0,0.0,0.0,0.0,0.0,1304000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
